#    \title[Supernova 2013by: A Type IIL Supernova with a IIP-like light curve drop
#    \author[Valenti et al]{}
2013-06-03 &  2456446.793 &  13.739 0.009 & $r$ &    1m0-4 & 2013-05-31 &  2456443.723 &  13.650 0.007 & $i$ &    1m0-9 \\ 
2013-06-04 &  2456447.793 &  13.726 0.001 & $r$ &    1m0-4 & 2013-06-03 &  2456446.795 &  13.700 0.008 & $i$ &    1m0-4 \\ 
2013-06-05 &  2456448.793 &  13.792 0.009 & $r$ &    1m0-4 & 2013-06-04 &  2456447.795 &  13.758 0.019 & $i$ &    1m0-4 \\ 
2013-06-07 &  2456450.798 &  13.764 0.012 & $r$ &    1m0-4 & 2013-06-05 &  2456448.796 &  13.683 0.023 & $i$ &    1m0-4 \\ 
2013-06-09 &  2456452.795 &  13.777 0.012 & $r$ &    1m0-4 & 2013-06-09 &  2456452.797 &  13.851 0.013 & $i$ &    1m0-4 \\ 
2013-06-12 &  2456455.795 &  13.849 0.002 & $r$ &    1m0-4 & 2013-06-12 &  2456455.797 &  13.818 0.010 & $i$ &    1m0-4 \\ 
2013-06-16 &  2456459.671 &  13.913 0.010 & $r$ &    1m0-9 & 2013-06-22 &  2456465.603 &  13.951 0.013 & $i$ &    1m0-4 \\ 
2013-06-20 &  2456463.671 &  14.005 0.006 & $r$ &    1m0-4 & 2013-06-24 &  2456467.603 &  14.005 0.005 & $i$ &    1m0-4 \\ 
2013-06-22 &  2456465.601 &  14.021 0.018 & $r$ &    1m0-4 & 2013-06-26 &  2456469.603 &  14.050 0.002 & $i$ &    1m0-4 \\ 
2013-06-24 &  2456467.601 &  14.076 0.016 & $r$ &    1m0-4 & 2013-06-28 &  2456471.603 &  14.073 0.005 & $i$ &    1m0-4 \\ 
2013-06-26 &  2456469.601 &  14.063 0.010 & $r$ &    1m0-4 & 2013-06-30 &  2456473.768 &  14.152 0.017 & $i$ &    1m0-5 \\ 
2013-07-02 &  2456475.628 &  14.220 0.021 & $i$ &    1m0-4 & 2013-04-24 &  2456406.830 &  13.916 0.013 & $i$ &      CSP \\ 
2013-07-03 &  2456476.628 &  14.290 0.008 & $i$ &    1m0-4 & 2013-04-25 &  2456407.850 &  13.663 0.008 & $i$ &      CSP \\ 
2013-07-07 &  2456480.627 &  14.413 0.003 & $i$ &    1m0-4 & 2013-04-27 &  2456409.840 &  13.371 0.006 & $i$ &      CSP \\ 
2013-07-09 &  2456482.756 &  14.538 0.007 & $i$ &    1m0-5 & 2013-04-29 &  2456411.920 &  13.216 0.005 & $i$ &      CSP \\ 
2013-07-13 &  2456486.624 &  14.809 0.013 & $i$ &    1m0-4 & 2013-05-01 &  2456413.900 &  13.145 0.005 & $i$ &      CSP \\ 
2013-07-14 &  2456487.624 &  14.900 0.008 & $i$ &    1m0-4 & 2013-05-03 &  2456415.900 &  13.127 0.005 & $i$ &      CSP \\ 
2013-07-15 &  2456488.624 &  15.091 0.009 & $i$ &    1m0-4 & 2013-05-06 &  2456418.910 &  13.181 0.006 & $i$ &      CSP \\ 
2013-08-02 &  2456506.631 &  16.376 0.006 & $i$ &    1m0-5 & 2013-05-11 &  2456423.850 &  13.351 0.006 & $i$ &      CSP \\ 
2013-08-09 &  2456513.608 &  16.580 0.014 & $i$ &    1m0-9 & 2013-05-14 &  2456426.770 &  13.420 0.005 & $i$ &      CSP \\ 
2013-08-09 &  2456513.674 &  16.544 0.029 & $i$ &    1m0-4 & 2013-05-21 &  2456433.850 &  13.570 0.005 & $i$ &      CSP \\ 
2013-08-11 &  2456515.503 &  16.601 0.041 & $i$ &    1m0-4 & 2013-05-23 &  2456435.770 &  13.599 0.005 & $i$ &      CSP \\ 
2013-08-14 &  2456519.491 &  16.711 0.006 & $i$ &    1m0-9 & 2013-05-24 &  2456436.860 &  13.610 0.006 & $i$ &      CSP \\ 
2013-08-16 &  2456520.605 &  16.677 0.020 & $i$ &    1m0-5 & 2013-05-25 &  2456437.860 &  13.632 0.005 & $i$ &      CSP \\ 
2013-08-25 &  2456529.558 &  16.723 0.004 & $i$ &    1m0-9 & 2013-05-26 &  2456438.860 &  13.657 0.005 & $i$ &      CSP \\ 
2013-08-28 &  2456532.534 &  16.835 0.007 & $i$ &    1m0-5 & 2013-06-01 &  2456444.669 &  13.754 0.005 & $i$ &      CSP \\ 
2013-08-30 &  2456534.564 &  16.927 0.001 & $i$ &    1m0-4 & 2013-06-03 &  2456446.691 &  13.754 0.008 & $i$ &      CSP \\ 
2013-09-21 &  2456556.525 &  17.170 0.011 & $i$ &    1m0-4 & 2013-06-05 &  2456448.739 &  13.787 0.006 & $i$ &      CSP \\ 
